scenario,id,confluence,name,parameterids,temporalparameter,streamdependency,streamtype,streamcontent,reviewstatus
TO-DO,DICT463,,wavss_a_dcl_mean_directional,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2785,PD2814,PD2791,PD2792,PD2793,PD2824,PD2827,PD2828",PD7,,Science,Mean Directional Data Products,Mean Directional Data Products
TO-DO,DICT464,,wavss_a_dcl_mean_directional_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2785,PD2814,PD2791,PD2792,PD2793,PD2824,PD2827,PD2828",PD7,,Science,Mean Directional Data Products,Mean Directional Data Products
TO-DO,DICT465,,wavss_a_dcl_motion,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2794,PD2795,PD2796,PD2797,PD2798,PD2799,PD2800,PD2826,PD2829,PD2830",PD7,,Science,Motion Data Products,Motion Data Products
TO-DO,DICT466,,wavss_a_dcl_motion_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2794,PD2795,PD2796,PD2797,PD2798,PD2799,PD2800,PD2826,PD2829,PD2830",PD7,,Science,Motion Data Products,Motion Data Products
TO-DO,DICT467,,wavss_a_dcl_fourier,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2801,PD2802,PD2803,PD2804",PD7,,Science,Fourier Data Products,Fourier Data Products
TO-DO,DICT468,,wavss_a_dcl_fourier_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2605,PD1136,PD1137,PD312,PD2787,PD2788,PD2789,PD2801,PD2802,PD2803,PD2804",PD7,,Science,Fourier Data Products,Fourier Data Products
TO-DO,DICT471,,velpt_ab_dcl_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD3242,PD3243,PD3244,PD3246,PD3245,PD3248,PD439,PD3247,PD441,PD442,PD443,PD444,PD445,PD446,PD1154,PD1155,PD1156",PD7,,Science,Data Products,Data Products
TO-DO,DICT472,,velpt_ab_dcl_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD3242,PD3243,PD3244,PD3246,PD3245,PD3248,PD439,PD3247,PD441,PD442,PD443,PD444,PD445,PD446,PD1154,PD1155,PD1156",PD7,,Science,Data Products,Data Products
TO-DO,DICT473,,velpt_ab_dcl_diagnostics_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD447,PD448,PD449,PD450,PD451,PD452,PD453,PD454,PD455,PD456,PD457,PD458,PD459,PD460",PD7,,Engineering,Diagnostics Metadata,Diagnostics Metadata
TO-DO,DICT474,,velpt_ab_dcl_diagnostics_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD447,PD448,PD449,PD450,PD451,PD452,PD453,PD454,PD455,PD456,PD457,PD458,PD459,PD460",PD7,,Engineering,Diagnostics Metadata,Diagnostics Metadata
TO-DO,DICT475,,velpt_ab_dcl_diagnostics,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD3242,PD3243,PD3244,PD3246,PD3245,PD3248,PD439,PD3247,PD441,PD442,PD443,PD444,PD445,PD446,PD1154,PD1155,PD1156",PD7,,Engineering,Diagnostics Data,Diagnostics Data
TO-DO,DICT476,,velpt_ab_dcl_diagnostics_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD3242,PD3243,PD3244,PD3246,PD3245,PD3248,PD439,PD3247,PD441,PD442,PD443,PD444,PD445,PD446,PD1154,PD1155,PD1156",PD7,,Engineering,Diagnostics Data,Diagnostics Data
TO-DO,DICT480,,ctdmo_ghqr_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1558,PD312,PD193,PD194,PD195,PD196,PD198,PD7987,PD7988,PD7989,PD13,PD5",PD7,,Science,Data Products,Data Products
TO-DO,DICT481,,ctdmo_ghqr_offset_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD1558,PD2226",PD7,,Engineering,Offset Data,Offset Data
TO-DO,DICT482,,ctdpf_ckl_mmp_cds_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD1552,PD4,PD2,PD3666,PD13,PD5",PD7,,Science,Data Products,Data Products
TO-DO,DICT483,,ctdpf_j_cspp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2311,PD2622,PD4,PD1,PD2,PD3,PD5",PD7,,Science,Data Products,Data Products
TO-DO,DICT484,,ctdpf_j_cspp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2311,PD2622,PD4,PD1,PD2,PD3,PD5",PD7,,Science,Data Products,Data Products
TO-DO,DICT485,,ctdpf_j_cspp_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2312,PD2313,PD2314,PD2315,PD2316,PD2317,PD2318",PD7,,Engineering,Metadata,
TO-DO,DICT486,,ctdpf_j_cspp_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2312,PD2313,PD2314,PD2315,PD2316,PD2317,PD2318",PD7,,Engineering,Metadata,
TO-DO,DICT487,,dosta_abcdjm_cspp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2311,PD2606,PD2622,PD940,PD941,PD942,PD943,PD944,PD945,PD946,PD947,PD948,PD949,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT488,,dosta_abcdjm_cspp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2311,PD2606,PD2622,PD940,PD941,PD942,PD943,PD944,PD945,PD946,PD947,PD948,PD949,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT489,,dosta_abcdjm_cspp_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2312,PD2313,PD2314,PD2315,PD2316,PD2317,PD2318,PD1005,PD312",PD7,,Engineering,Metadata,
TO-DO,DICT490,,dosta_abcdjm_cspp_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2312,PD2313,PD2314,PD2315,PD2316,PD2317,PD2318,PD1005,PD312",PD7,,Engineering,Metadata,
TO-DO,DICT491,,dosta_abcdjm_mmp_cds_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD943,PD942,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT492,,dosta_abcdjm_sio_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD940,PD941,PD942,PD943,PD944,PD945,PD946,PD947,PD948,PD949,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT493,,dosta_abcdjm_sio_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD940,PD941,PD942,PD943,PD944,PD945,PD946,PD947,PD948,PD949,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT494,,dosta_abcdjm_sio_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD1005,PD312",PD7,,Engineering,Metadata,
TO-DO,DICT495,,dosta_abcdjm_sio_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1005,PD312",PD7,,Engineering,Metadata,
TO-DO,DICT496,,dosta_ln_wfp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD940,PD942,PD1622,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT498,,flcdr_x_mmp_cds_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2257,PD2846",PD7,,Science,Data Products,Data Products
TO-DO,DICT499,,flntu_x_mmp_cds_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2258,PD2259,PD2847,PD2848,PD2849,PD3715",PD7,,Science,Data Products,Data Products
TO-DO,DICT500,,flord_l_wfp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD21,PD22,PD24,PD25,PD863,PD1141,PD1139,PD1144,PD1622",PD7,,Science,Data Products,Data Products
TO-DO,DICT501,,flort_sample,"PD7,PD10,PD11,PD12,PD16,PD21,PD22,PD23,PD24,PD25,PD863,PD2606,PD2622,PD1138,PD1139,PD1140,PD1141,PD1142,PD1143,PD1144",PD7,,Science,Data Products,Data Products
TO-DO,DICT504,,flort_dj_cspp_metadata,"PD7,PD10,PD11,PD12,PD16,PD863,PD2312,PD2313,PD2314,PD2315,PD2316,PD2317,PD2318",PD7,,Engineering,Metadata,
TO-DO,DICT505,,flort_dj_cspp_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2312,PD2313,PD2314,PD2315,PD2316,PD2317,PD2318",PD7,,Engineering,Metadata,
TO-DO,DICT506,,cg_cpm_eng_cpm,"PD7,PD10,PD11,PD12,PD16,PD863,PD1659,PD1660,PD2850,PD2851,PD2852,PD2853,PD2854,PD2855,PD1661,PD1662,PD1663,PD1664,PD1665,PD1666,PD1667,PD1668,PD1669,PD1670,PD1671,PD1672,PD1673,PD1674,PD1675,PD1676,PD1677,PD1678,PD1679,PD1680,PD1681,PD1682,PD1683,PD1684,PD1685,PD1686,PD1687,PD1688,PD1689,PD1690,PD1691,PD1692,PD1693,PD1694,PD1695,PD1696,PD1697,PD1698,PD1699,PD1700,PD1701,PD1702,PD1703,PD1704,PD1705,PD1706,PD1707,PD1708,PD1709,PD1710,PD1711,PD1712,PD1713,PD1714,PD1715,PD1716,PD1717,PD1718,PD1719,PD1720,PD1721,PD1722,PD1723,PD1724,PD1725,PD1726,PD1727,PD1728,PD1729,PD1730,PD1731,PD1732,PD1733,PD1734,PD1735,PD1736,PD1737,PD1738,PD1739,PD1740,PD1741,PD1742,PD1743,PD1744,PD1745,PD1746,PD1747,PD1748,PD1749,PD1750,PD1751,PD1752,PD1753,PD1754,PD1755,PD1756,PD1757,PD1758,PD1759,PD2856,PD2857,PD2858,PD2859,PD2860,PD2861,PD2862,PD2863,PD2864,PD2865,PD2866,PD2867,PD2868,PD2869,PD2914,PD2915,PD2916,PD2917,PD2918,PD2919,PD2920,PD2921,PD2922,PD2923,PD2870,PD2871,PD2872,PD2873,PD2874,PD2875,PD2876,PD2877,PD2878,PD2879,PD2880,PD2881,PD2882,PD2883,PD2884,PD2885,PD2886,PD2887,PD2888,PD2889,PD2890,PD2891,PD2892,PD2893,PD2894,PD2895,PD2896,PD2897,PD2898,PD2899,PD1760,PD1761,PD1762,PD1763,PD1764,PD1765,PD1766,PD1767,PD1768,PD1769,PD1770,PD1771,PD1772,PD1773,PD1774,PD2900,PD2901,PD2902,PD2903,PD2904,PD2905,PD2906,PD2907,PD2908,PD2909,PD2910,PD2911,PD2912,PD2913,PD1775,PD1776,PD1777,PD1778,PD1779,PD1780,PD1781,PD1782,PD1783,PD1784,PD1785,PD1786,PD1787,PD1788,PD1789,PD1790,PD1791,PD1792,PD1793,PD1794,PD1795,PD1796,PD1797,PD1798,PD1799,PD1800,PD1801,PD1802,PD1803,PD1804,PD1805,PD1806,PD1807,PD1808",PD7,,Engineering,Status Data,Status Data
TO-DO,DICT507,,cg_cpm_eng_cpm_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD1659,PD1660,PD2850,PD2851,PD2852,PD2853,PD2854,PD2855,PD1661,PD1662,PD1663,PD1664,PD1665,PD1666,PD1667,PD1668,PD1669,PD1670,PD1671,PD1672,PD1673,PD1674,PD1675,PD1676,PD1677,PD1678,PD1679,PD1680,PD1681,PD1682,PD1683,PD1684,PD1685,PD1686,PD1687,PD1688,PD1689,PD1690,PD1691,PD1692,PD1693,PD1694,PD1695,PD1696,PD1697,PD1698,PD1699,PD1700,PD1701,PD1702,PD1703,PD1704,PD1705,PD1706,PD1707,PD1708,PD1709,PD1710,PD1711,PD1712,PD1713,PD1714,PD1715,PD1716,PD1717,PD1718,PD1719,PD1720,PD1721,PD1722,PD1723,PD1724,PD1725,PD1726,PD1727,PD1728,PD1729,PD1730,PD1731,PD1732,PD1733,PD1734,PD1735,PD1736,PD1737,PD1738,PD1739,PD1740,PD1741,PD1742,PD1743,PD1744,PD1745,PD1746,PD1747,PD1748,PD1749,PD1750,PD1751,PD1752,PD1753,PD1754,PD1755,PD1756,PD1757,PD1758,PD1759,PD2856,PD2857,PD2858,PD2859,PD2860,PD2861,PD2862,PD2863,PD2864,PD2865,PD2866,PD2867,PD2868,PD2869,PD2914,PD2915,PD2916,PD2917,PD2918,PD2919,PD2920,PD2921,PD2922,PD2923,PD2870,PD2871,PD2872,PD2873,PD2874,PD2875,PD2876,PD2877,PD2878,PD2879,PD2880,PD2881,PD2882,PD2883,PD2884,PD2885,PD2886,PD2887,PD2888,PD2889,PD2890,PD2891,PD2892,PD2893,PD2894,PD2895,PD2896,PD2897,PD2898,PD2899,PD1760,PD1761,PD1762,PD1763,PD1764,PD1765,PD1766,PD1767,PD1768,PD1769,PD1770,PD1771,PD1772,PD1773,PD1774,PD2900,PD2901,PD2902,PD2903,PD2904,PD2905,PD2906,PD2907,PD2908,PD2909,PD2910,PD2911,PD2912,PD2913,PD1775,PD1776,PD1777,PD1778,PD1779,PD1780,PD1781,PD1782,PD1783,PD1784,PD1785,PD1786,PD1787,PD1788,PD1789,PD1790,PD1791,PD1792,PD1793,PD1794,PD1795,PD1796,PD1797,PD1798,PD1799,PD1800,PD1801,PD1802,PD1803,PD1804,PD1805,PD1806,PD1807,PD1808",PD7,,Engineering,Status Data,Status Data
TO-DO,DICT508,,nutnr_b_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD18,PD863,PD310,PD311,PD312,PD313,PD314,PD315,PD316,PD317,PD318,PD319,PD320,PD321,PD322,PD347,PD324,PD325,PD326,PD327,PD328,PD329,PD330,PD331,PD332",PD7,,Science,Data Products,Data Products
TO-DO,DICT509,,nutnr_b_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD2707,PD113,PD293",PD7,,Engineering,Metadata,
TO-DO,DICT510,,ctdmo_ghqr_sio_mule_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD193,PD194,PD195,PD198,PD2926,PD2927,PD2928,PD13,PD5,PD2174,PD1558",PD7,,Science,Data Products,Data Products
TO-DO,DICT511,,ctdmo_ghqr_sio_offset,"PD7,PD10,PD11,PD12,PD16,PD863,PD2174,PD1558,PD2226",PD7,,Engineering,Offset Data,Offset Data
TO-DO,DICT512,,vel3d_l_wfp_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2229,PD2230,PD2231,PD2232,PD2233,PD2234,PD2235,PD2236,PD2237,PD2238,PD2239,PD3487,PD3488,PD3489,PD3490",PD7,,Science,Data Products,Data Products
TO-DO,DICT513,,vel3d_l_wfp_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD312,PD2241,PD2242,PD2243",PD7,,Engineering,Metadata,
TO-DO,DICT514,,dpc_ctd_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2934,PD6,PD2,PD3706,PD13,PD5",PD7,,Science,Data Products,Data Products
TO-DO,DICT515,,dpc_ctd_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2934,PD6,PD2,PD3706,PD13,PD5",PD7,,Science,Data Products,Data Products
TO-DO,DICT516,,dpc_flnturtd_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2258,PD2259,PD2847,PD2848,PD2849",PD7,,Science,Data Products,Data Products
TO-DO,DICT517,,dpc_flnturtd_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2258,PD2259,PD2847,PD2848,PD2849",PD7,,Science,Data Products,Data Products
TO-DO,DICT518,,dpc_flcdrtd_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2257,PD2846",PD7,,Science,Data Products,Data Products
TO-DO,DICT519,,dpc_flcdrtd_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2257,PD2846",PD7,,Science,Data Products,Data Products
TO-DO,DICT520,,dpc_acm_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2248,PD2249,PD2250,PD2251,PD2252,PD2253,PD2254,PD2255,PD2256,PD3483,PD3484,PD3485,PD3486",PD7,,Science,Data Products,Data Products
TO-DO,DICT521,,dpc_acm_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2248,PD2249,PD2250,PD2251,PD2252,PD2253,PD2254,PD2255,PD2256,PD3483,PD3484,PD3485,PD3486",PD7,,Science,Data Products,Data Products
TO-DO,DICT522,,dpc_optode_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD943,PD942,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT523,,dpc_optode_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD943,PD942,PD2843,PD14",PD7,,Science,Data Products,Data Products
TO-DO,DICT524,,dpc_acs_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD19,PD20,PD863,PD2246,PD2247,PD584,PD585,PD312,PD586,PD587,PD588,PD589,PD590,PD591,PD592,PD593,PD594,PD595,PD596,PD597,PD598,PD8080,PD8081,PD8082",PD7,,Science,Data Products,Data Products
TO-DO,DICT526,,velpt_ab_instrument_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD461,PD465,PD466,PD467,PD468,PD113,PD470,PD471,PD472,PD473,PD474,PD475,PD476,PD478,PD479,PD480,PD481,PD482,PD483,PD2931,PD485,PD496,PD497,PD498,PD500,PD501,PD504,PD505,PD506,PD507,PD508,PD509,PD510,PD2933,PD511,PD512,PD513,PD514,PD2932,PD516,PD520,PD533",PD7,,Engineering,Metadata,
TO-DO,DICT527,,velpt_ab_instrument_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD3242,PD3243,PD3244,PD3246,PD3245,PD3248,PD439,PD3247,PD441,PD442,PD443,PD444,PD445,PD446,PD1154,PD1155,PD1156",PD7,,Science,Data Products,Data Products
TO-DO,DICT528,,velpt_ab_diagnostics_metadata_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD447,PD448,PD449,PD450,PD451,PD452,PD453,PD454,PD455,PD456,PD457,PD458,PD459,PD460",PD7,,Engineering,Diagnostics Metadata,Diagnostics Metadata
TO-DO,DICT529,,velpt_ab_diagnostics_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD93,PD433,PD434,PD3242,PD3243,PD3244,PD3246,PD3245,PD3248,PD439,PD3247,PD441,PD442,PD443,PD444,PD445,PD446,PD1154,PD1155,PD1156",PD7,,Engineering,Diagnostics Data,Diagnostics Data
TO-DO,DICT530,,vel3d_a_mmp_cds_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD2248,PD2249,PD2250,PD2251,PD2252,PD2253,PD2254,PD2255,PD2256,PD3483,PD3484,PD3485,PD3486",PD7,,Science,Data Products,Data Products
TO-DO,DICT531,,optaa_ac_mmp_cds_instrument,"PD7,PD10,PD11,PD12,PD16,PD19,PD20,PD863,PD2246,PD2247,PD584,PD585,PD312,PD586,PD587,PD588,PD589,PD590,PD591,PD592,PD593,PD594,PD595,PD596,PD597,PD598,PD8080,PD8081,PD8082",PD7,,Science,Data Products,Data Products
TO-DO,DICT532,,cg_dcl_eng_dcl_msg_counts,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2936,PD2937,PD2938,PD2939,PD2940",PD7,,Engineering,Message Counts Data,Message Counts Data
TO-DO,DICT533,,cg_dcl_eng_dcl_msg_counts_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2936,PD2937,PD2938,PD2939,PD2940",PD7,,Engineering,Message Counts Data,Message Counts Data
TO-DO,DICT534,,cg_dcl_eng_dcl_cpu_uptime,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2941,PD2942,PD2943,PD2944,PD2945,PD2946",PD7,,Engineering,CPU Uptime Data,CPU Uptime Data
TO-DO,DICT535,,cg_dcl_eng_dcl_cpu_uptime_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2941,PD2942,PD2943,PD2944,PD2945,PD2946",PD7,,Engineering,CPU Uptime Data,CPU Uptime Data
TO-DO,DICT536,,cg_dcl_eng_dcl_error,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2947,PD2948",PD7,,Engineering,Error Data,Error Data
TO-DO,DICT537,,cg_dcl_eng_dcl_error_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2947,PD2948",PD7,,Engineering,Error Data,Error Data
TO-DO,DICT538,,cg_dcl_eng_dcl_gps,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2949,PD2950,PD2951,PD2952,PD2953,PD2954,PD2955,PD2956,PD2957,PD2958,PD2959,PD2960,PD2961",PD7,,Engineering,GPS Data,
TO-DO,DICT539,,cg_dcl_eng_dcl_gps_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2949,PD2950,PD2951,PD2952,PD2953,PD2954,PD2955,PD2956,PD2957,PD2958,PD2959,PD2960,PD2961",PD7,,Engineering,GPS Data,
TO-DO,DICT540,,cg_dcl_eng_dcl_pps,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2962,PD2963,PD2964,PD2965,PD2966,PD2949",PD7,,Engineering,Pulse Data,Pulse Data
TO-DO,DICT541,,cg_dcl_eng_dcl_pps_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2962,PD2963,PD2964,PD2965,PD2966,PD2949",PD7,,Engineering,Pulse Data,Pulse Data
TO-DO,DICT542,,cg_dcl_eng_dcl_superv,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2967,PD2968,PD2969,PD2970,PD2971,PD2972,PD2973,PD2974,PD2975,PD2976,PD2977,PD2978,PD2979,PD2980,PD2981,PD2982,PD2983,PD2984,PD2985,PD2986,PD2987,PD2988,PD2989,PD2990,PD2991,PD2992,PD2993,PD2994,PD2995,PD2996,PD2997,PD2998,PD2999,PD3000,PD3001,PD3002,PD3003,PD3004,PD3005,PD3006,PD3007,PD3008,PD3009,PD3010,PD3011,PD3012,PD3013,PD3014,PD3015,PD3016,PD3017,PD3018",PD7,,Engineering,Leak Detect Data,Leak Detect Data
TO-DO,DICT543,,cg_dcl_eng_dcl_superv_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2967,PD2968,PD2969,PD2970,PD2971,PD2972,PD2973,PD2974,PD2975,PD2976,PD2977,PD2978,PD2979,PD2980,PD2981,PD2982,PD2983,PD2984,PD2985,PD2986,PD2987,PD2988,PD2989,PD2990,PD2991,PD2992,PD2993,PD2994,PD2995,PD2996,PD2997,PD2998,PD2999,PD3000,PD3001,PD3002,PD3003,PD3004,PD3005,PD3006,PD3007,PD3008,PD3009,PD3010,PD3011,PD3012,PD3013,PD3014,PD3015,PD3016,PD3017,PD3018",PD7,,Engineering,Leak Detect Data,Leak Detect Data
TO-DO,DICT544,,cg_dcl_eng_dcl_dlog_mgr,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD3019,PD3020,PD3021,PD3022,PD3023,PD3024",PD7,,Engineering,Data Log Manager,Data Log Manager
TO-DO,DICT545,,cg_dcl_eng_dcl_dlog_mgr_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD3019,PD3020,PD3021,PD3022,PD3023,PD3024",PD7,,Engineering,Data Log Manager,Data Log Manager
TO-DO,DICT546,,cg_dcl_eng_dcl_dlog_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2949,PD3025,PD3026,PD3027,PD3028,PD3029,PD3030,PD3031,PD3032,PD3033,PD3034",PD7,,Engineering,Data Logger Status,Data Logger Status
TO-DO,DICT547,,cg_dcl_eng_dcl_dlog_status_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD2949,PD3025,PD3026,PD3027,PD3028,PD3029,PD3030,PD3031,PD3032,PD3033,PD3034",PD7,,Engineering,Data Logger Status,Data Logger Status
TO-DO,DICT548,,cg_dcl_eng_dcl_dlog_aarm,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD3103,PD3104,PD3105,PD3106,PD3107,PD3108,PD3109,PD3110,PD3111,PD3112",PD7,,Engineering,Accelerometer Data,Accelerometer Data
TO-DO,DICT549,,cg_dcl_eng_dcl_dlog_aarm_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD3103,PD3104,PD3105,PD3106,PD3107,PD3108,PD3109,PD3110,PD3111,PD3112",PD7,,Engineering,Accelerometer Data,Accelerometer Data
TO-DO,DICT550,,cg_dcl_eng_dcl_status,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD3035,PD2949,PD3036,PD3037,PD3038",PD7,,Engineering,Status Data,Status Data
TO-DO,DICT551,,cg_dcl_eng_dcl_status_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD2935,PD3035,PD2949,PD3036,PD3037,PD3038",PD7,,Engineering,Status Data,Status Data
TO-DO,DICT552,,adcpt_m_instrument_log9_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD761,PD3039,PD2777,PD2782,PD3040,PD3041,PD3042,PD3043,PD3044,PD3045,PD3046,PD3047,PD3048,PD3049,PD3050,PD3051,PD3052,PD3053,PD3054,PD3055,PD3056,PD3057,PD3058,PD3059",PD7,,Science,LOG9 Data Products,LOG9 Data Products
TO-DO,DICT553,,adcpt_m_instrument_dspec_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD3060,PD3061,PD3062,PD3063,PD3064,PD3065,PD3066",PD7,,Science,Directional Wave Spectra Data Products,Directional Wave Spectra Data Products
TO-DO,DICT554,,adcpt_m_instrument_fcoeff_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD3060,PD3093,PD3062,PD3063,PD3064,PD3094,PD3095,PD3096,PD3097,PD3098,PD3099,PD3100,PD3101,PD3102",PD7,,Engineering,Frequency Band Data,Frequency Band Data
TO-DO,DICT555,,adcpt_m_wvs_recovered,"PD7,PD10,PD11,PD12,PD16,PD863,PD3060,PD3113,PD3114,PD3115,PD3116,PD3117,PD3118,PD3119,PD3120,PD3121,PD3122,PD3123,PD3124,PD3125,PD3126,PD3127,PD3128,PD3129,PD3130,PD3131,PD3132,PD3133,PD3134,PD3135,PD3136,PD3137,PD3138,PD3139,PD3140,PD3141,PD3142,PD3143,PD3144,PD3145,PD3146,PD3147,PD3148,PD3149,PD3150,PD3151,PD3152,PD3153,PD3154,PD3155,PD3156,PD3157,PD3158,PD3159,PD3160,PD3161,PD3162,PD3163,PD3164,PD3165,PD3166,PD3167,PD3168,PD3169,PD3170,PD3171,PD3172,PD3173,PD3174,PD3175,PD3176,PD3177,PD3178,PD3179,PD3180,PD3181,PD3182,PD3183,PD3184,PD3185,PD3186,PD3187,PD3188,PD3189,PD3190,PD3191,PD3192,PD3193,PD3194,PD3195,PD3196,PD3197,PD3198,PD3199,PD3200,PD3201,PD3202,PD3203,PD3204,PD3205,PD3206,PD3207,PD3208,PD3209,PD3210,PD3211,PD3212,PD3213,PD3214,PD3215,PD3216,PD3217,PD3218,PD3219,PD3220,PD3221,PD3222",PD7,,Science,Wave Data Products,Wave Data Products
TO-DO,DICT556,,dpc_mmp_instrument,"PD7,PD10,PD11,PD12,PD16,PD863,PD2246,PD2247,PD345,PD1576,PD1586,PD1587,PD1588",PD7,,Engineering,Data,
